46.7554;23.5619;TRUE
46.7554;23.5622;FALSE
46.7555;23.5631;FALSE
46.7555;23.5637;FALSE
46.7555;23.564;FALSE
46.7555;23.5641;FALSE
46.7555;23.5642;FALSE
46.7555;23.5643;FALSE
46.7555;23.5644;FALSE
46.7556;23.5644;FALSE
46.7556;23.5643;FALSE
46.7557;23.5642;FALSE
46.7559;23.5641;FALSE
46.7564;23.5639;FALSE
46.7568;23.5637;FALSE
46.7571;23.5634;FALSE
46.7576;23.5631;FALSE
46.7578;23.5629;FALSE
46.758;23.5627;FALSE
46.7584;23.5626;FALSE
46.7586;23.5625;FALSE
46.7592;23.5627;FALSE
46.7596;23.5627;FALSE
46.76;23.5627;FALSE
46.7602;23.5627;FALSE
46.7604;23.5627;FALSE
46.7604;23.5629;FALSE
46.7605;23.5632;FALSE
46.7607;23.564;FALSE
46.7608;23.5646;FALSE
46.7608;23.5648;TRUE
46.7609;23.5649;FALSE
46.7611;23.5654;FALSE
46.7614;23.5665;FALSE
46.7617;23.5677;FALSE
46.7618;23.5682;FALSE
46.762;23.5689;FALSE
46.7621;23.5699;FALSE
46.7624;23.5708;FALSE
46.7629;23.5722;FALSE
46.763;23.5726;FALSE
46.763;23.5727;TRUE
46.7631;23.5728;FALSE
46.7632;23.573;FALSE
46.7635;23.5733;FALSE
46.7638;23.5737;FALSE
46.764;23.574;FALSE
46.7644;23.5746;FALSE
46.7647;23.5753;FALSE
46.7649;23.576;FALSE
46.7651;23.5766;FALSE
46.7654;23.5774;FALSE
46.7659;23.5789;FALSE
46.7661;23.5795;FALSE
46.7661;23.5796;TRUE
46.7662;23.5797;FALSE
46.7667;23.5808;FALSE
46.7671;23.5818;FALSE
46.7675;23.5826;FALSE
46.7682;23.584;FALSE
46.7686;23.5848;FALSE
46.7691;23.5858;FALSE
46.7694;23.5864;FALSE
46.7696;23.587;FALSE
46.7696;23.5871;TRUE
46.7697;23.5872;FALSE
46.77;23.588;FALSE
46.7703;23.5888;FALSE
46.7706;23.5893;FALSE
46.7707;23.5897;FALSE
46.7709;23.59;FALSE
46.771;23.5902;FALSE
46.7712;23.5909;FALSE
46.7716;23.5924;FALSE
46.7721;23.5942;FALSE
46.7724;23.5953;FALSE
46.7726;23.5958;FALSE
46.7728;23.5963;FALSE
46.773;23.5968;FALSE
46.7729;23.597;TRUE
46.773;23.597;FALSE
46.7733;23.5978;FALSE
46.7738;23.599;FALSE
46.7741;23.5999;FALSE
46.7745;23.601;FALSE
46.7749;23.602;FALSE
46.7754;23.6037;FALSE
46.7756;23.6044;FALSE
46.7759;23.6051;FALSE
46.7761;23.6057;FALSE
46.776;23.6058;TRUE
46.7761;23.6059;FALSE
46.7763;23.6067;FALSE
46.7765;23.6073;FALSE
46.7767;23.608;FALSE
46.7769;23.6084;FALSE
46.7771;23.6087;FALSE
46.7773;23.6094;FALSE
46.7775;23.6107;FALSE
46.7776;23.6113;FALSE
46.7777;23.6114;TRUE
46.7777;23.6116;FALSE
46.778;23.6135;FALSE
46.7782;23.6143;FALSE
46.7782;23.6146;FALSE
46.7782;23.6148;FALSE
46.7782;23.615;FALSE
46.7782;23.6152;FALSE
46.7784;23.6154;FALSE
46.7784;23.6155;FALSE
46.7785;23.6159;FALSE
46.7785;23.616;TRUE
46.7785;23.6162;FALSE
46.7786;23.6166;FALSE
46.7787;23.6169;FALSE
46.7788;23.6175;FALSE
46.7789;23.6185;FALSE
46.7791;23.6193;FALSE
46.7792;23.6197;FALSE
46.7794;23.6208;FALSE
46.7796;23.622;FALSE
46.7798;23.6232;FALSE
46.78;23.624;FALSE
46.7801;23.6248;FALSE
46.7803;23.6254;FALSE
46.7804;23.6261;FALSE
46.7805;23.6267;FALSE
46.7805;23.627;FALSE
46.7805;23.627;TRUE
46.7806;23.6271;FALSE
46.7806;23.628;FALSE
46.7808;23.6292;FALSE
46.7809;23.6303;FALSE
46.7811;23.6313;FALSE
46.7812;23.6326;FALSE
46.7813;23.6335;FALSE
46.7815;23.6347;FALSE
46.7816;23.636;FALSE
46.7816;23.6362;TRUE
46.7816;23.6363;FALSE
46.7818;23.6374;FALSE
46.7818;23.6384;FALSE
46.7819;23.6394;FALSE
46.7819;23.6403;FALSE
46.782;23.6405;FALSE
46.7821;23.6405;FALSE
46.7823;23.6405;FALSE
46.7824;23.6402;FALSE
46.7826;23.6398;FALSE
46.7826;23.6396;FALSE
46.7828;23.6392;FALSE
46.7829;23.6386;FALSE
46.7829;23.6385;FALSE
46.7829;23.6383;FALSE
46.7828;23.6382;FALSE
46.7823;23.6376;TRUE
